三生三:0.0892359760754053	生三世:0.0892359760754053	三世枕:0.03978682034066078	
Bug:0.08055538584668463	短信功:0.03830062971057596	信功能:0.03830062971057596	
大棒骨:0.06380538134650063	个提示:0.05104679092043988	小桌儿:0.0382819858862807	
复古集:0.026853321593282287	古集市:0.026853321593282287	集市中:0.019178280591730882	
的黄瓜:0.03524304252615224	黄瓜的:0.03524304252615224	黄瓜中:0.03524304252615224	
姜:0.01965308535888511	鸡主料:0.016095834974913476	3:0.014845309577014387	
穿扎染:0.2371991619005782	扎染牛:0.2371991619005782	染牛仔:0.2371991619005782	
格力手:0.04156951357034604	力手机:0.04156951357034604	手机的:0.03255130631062808	
餐小店:0.020831366345911186	西式简:0.020831366345911186	式简餐:0.020831366345911186	
坐月子:0.07776977702808974	的月子:0.05001516597610179	月子的:0.037511374482076344	
室内设:0.12429216196844382	内设计:0.12429216196844382	效果图:0.03319344304665436	
魅族的:0.05378685494731759	上热搜:0.04736900520251305	魅族这:0.043154238635443695	
蜀山之:0.06516696606534277	白眉真:0.05585490985186938	眉真人:0.05585490985186938	
蒲公英:0.260888611695003	公英泡:0.05581960994002812	英泡水:0.05581960994002812	
隔代抚:0.034186559149420474	代抚养:0.034186559149420474	给孩子:0.03400031223591794	
复联3:0.03096712263644146	罗素兄:0.020053946053675678	素兄弟:0.020053946053675678	
骑行一:0.07792497094611585	行一次:0.06643560145914583	自行车:0.03534377286846217	
欧米茄:0.08723356104130563	古董表:0.057758567666735844	唐山海:0.057758567666735844	
阿里巴:0.10500248541071448	里巴巴:0.10500248541071448	刘强东:0.08332422375346474	
毛茸茸:0.09024232419718864	UGG:0.06016362100082523	茸茸的:0.04211018447490877	
乳腺增:0.0864690934108243	腺增生:0.08218694576237953	雌激素:0.07860932294492942	
补肾益:0.051021932488046186	肾益肾:0.051021932488046186	韭菜炒:0.028615838370286903	
赖声川:0.16115721720828427	图书馆:0.03130195795893082	声川大:0.030215424574528693	
恒温器:0.06473757256126396	LAS:0.03884130061513869	江森自:0.03884130061513869	
